Zonas  Turísticas;Periodo;Total
Canarias: Isla De Gran Canaria;2016M10;8,26
Canarias: Isla De Gran Canaria;2016M09;8,26
Canarias: Isla De Gran Canaria;2016M08;8,22
Canarias: Isla De Gran Canaria;2016M07;7,43
Canarias: Isla De Gran Canaria;2016M06;7,02
Canarias: Isla De Gran Canaria;2016M05;7,34
Canarias: Isla De Gran Canaria;2016M04;7,79
Canarias: Isla De Gran Canaria;2016M03;9,97
Canarias: Isla De Gran Canaria;2016M02;10,6
Canarias: Isla De Gran Canaria;2016M01;10,24
Canarias: Isla De Gran Canaria;2015M12;9,67
Canarias: Isla De Gran Canaria;2015M11;9,84
Canarias: Isla De Gran Canaria;2015M10;7,99
Canarias: Isla De Gran Canaria;2015M09;7,75
Canarias: Isla De Gran Canaria;2015M08;7,97
Canarias: Isla De Gran Canaria;2015M07;7,26
Canarias: Isla De Gran Canaria;2015M06;7,27
Canarias: Isla De Gran Canaria;2015M05;7,4
Canarias: Isla De Gran Canaria;2015M04;7,59
Canarias: Isla De Gran Canaria;2015M03;10,45
Canarias: Isla De Gran Canaria;2015M02;11,33
Canarias: Isla De Gran Canaria;2015M01;10,96
Canarias: Isla De Gran Canaria;2014M12;10,55
Canarias: Isla De Gran Canaria;2014M11;9,71
Canarias: Isla De Gran Canaria;2014M10;8,06
Canarias: Isla De Gran Canaria;2014M09;7,88
Canarias: Isla De Gran Canaria;2014M08;7,86
Canarias: Isla De Gran Canaria;2014M07;7,67
Canarias: Isla De Gran Canaria;2014M06;7,88
Canarias: Isla De Gran Canaria;2014M05;7,77
Canarias: Isla De Gran Canaria;2014M04;8,45
Canarias: Isla De Gran Canaria;2014M03;10,4
Canarias: Isla De Gran Canaria;2014M02;11,16
Canarias: Isla De Gran Canaria;2014M01;11,15
Canarias: Isla De Gran Canaria;2013M12;10,01
Canarias: Isla De Gran Canaria;2013M11;9,86
Canarias: Isla De Gran Canaria;2013M10;8,17
Canarias: Isla De Gran Canaria;2013M09;7,96
Canarias: Isla De Gran Canaria;2013M08;8,29
Canarias: Isla De Gran Canaria;2013M07;7,76
Canarias: Isla De Gran Canaria;2013M06;6,67
Canarias: Isla De Gran Canaria;2013M05;7,37
Canarias: Isla De Gran Canaria;2013M04;8,72
Canarias: Isla De Gran Canaria;2013M03;9,36
Canarias: Isla De Gran Canaria;2013M02;10,19
Canarias: Isla De Gran Canaria;2013M01;11,02
Canarias: Isla De Gran Canaria;2012M12;9,66
Canarias: Isla De Gran Canaria;2012M11;10,35
Canarias: Isla De Gran Canaria;2012M10;8,06
Canarias: Isla De Gran Canaria;2012M09;7,9
Canarias: Isla De Gran Canaria;2012M08;8,06
Canarias: Isla De Gran Canaria;2012M07;7,38
Canarias: Isla De Gran Canaria;2012M06;6,49
Canarias: Isla De Gran Canaria;2012M05;7,57
Canarias: Isla De Gran Canaria;2012M04;8,35
Canarias: Isla De Gran Canaria;2012M03;9,47
Canarias: Isla De Gran Canaria;2012M02;10,44
Canarias: Isla De Gran Canaria;2012M01;11,05
Canarias: Isla De Gran Canaria;2011M12;9,33
Canarias: Isla De Gran Canaria;2011M11;9,88
Canarias: Isla De Gran Canaria;2011M10;8,38
Canarias: Isla De Gran Canaria;2011M09;8,06
Canarias: Isla De Gran Canaria;2011M08;8,91
Canarias: Isla De Gran Canaria;2011M07;7,74
Canarias: Isla De Gran Canaria;2011M06;6,86
Canarias: Isla De Gran Canaria;2011M05;7,16
Canarias: Isla De Gran Canaria;2011M04;8,24
Canarias: Isla De Gran Canaria;2011M03;9,98
Canarias: Isla De Gran Canaria;2011M02;10,38
Canarias: Isla De Gran Canaria;2011M01;11,08
Canarias: Isla De Gran Canaria;2010M12;10,15
Canarias: Isla De Gran Canaria;2010M11;10,01
Canarias: Isla De Gran Canaria;2010M10;8,45
Canarias: Isla De Gran Canaria;2010M09;8,3
Canarias: Isla De Gran Canaria;2010M08;8,56
Canarias: Isla De Gran Canaria;2010M07;8,14
Canarias: Isla De Gran Canaria;2010M06;7,38
Canarias: Isla De Gran Canaria;2010M05;6,84
Canarias: Isla De Gran Canaria;2010M04;8,02
Canarias: Isla De Gran Canaria;2010M03;9,62
Canarias: Isla De Gran Canaria;2010M02;10,07
Canarias: Isla De Gran Canaria;2010M01;9,83
Canarias: Isla De Gran Canaria;2009M12;9,76
Canarias: Isla De Gran Canaria;2009M11;9,85
Canarias: Isla De Gran Canaria;2009M10;8,12
Canarias: Isla De Gran Canaria;2009M09;8,07
Canarias: Isla De Gran Canaria;2009M08;8,39
Canarias: Isla De Gran Canaria;2009M07;7,95
Canarias: Isla De Gran Canaria;2009M06;7,48
Canarias: Isla De Gran Canaria;2009M05;7,48
Canarias: Isla De Gran Canaria;2009M04;8,27
Canarias: Isla De Gran Canaria;2009M03;10,57
Canarias: Isla De Gran Canaria;2009M02;10,49
Canarias: Isla De Gran Canaria;2009M01;11,23
Canarias: Isla De Gran Canaria;2008M12;10,09
Canarias: Isla De Gran Canaria;2008M11;9,15
Canarias: Isla De Gran Canaria;2008M10;8,5
Canarias: Isla De Gran Canaria;2008M09;8,07
Canarias: Isla De Gran Canaria;2008M08;8,88
Canarias: Isla De Gran Canaria;2008M07;8,34
Canarias: Isla De Gran Canaria;2008M06;7,76
Canarias: Isla De Gran Canaria;2008M05;7,47
Canarias: Isla De Gran Canaria;2008M04;8,95
Canarias: Isla De Gran Canaria;2008M03;9,62
Canarias: Isla De Gran Canaria;2008M02;10,56
Canarias: Isla De Gran Canaria;2008M01;10,33
Canarias: Isla De Gran Canaria;2007M12;9,52
Canarias: Isla De Gran Canaria;2007M11;9,24
Canarias: Isla De Gran Canaria;2007M10;8,31
Canarias: Isla De Gran Canaria;2007M09;7,87
Canarias: Isla De Gran Canaria;2007M08;9,21
Canarias: Isla De Gran Canaria;2007M07;8,26
Canarias: Isla De Gran Canaria;2007M06;6,94
Canarias: Isla De Gran Canaria;2007M05;8,56
Canarias: Isla De Gran Canaria;2007M04;8,16
Canarias: Isla De Gran Canaria;2007M03;9,87
Canarias: Isla De Gran Canaria;2007M02;10,51
Canarias: Isla De Gran Canaria;2007M01;10,35
Canarias: Isla De Gran Canaria;2006M12;9,23
Canarias: Isla De Gran Canaria;2006M11;9,82
Canarias: Isla De Gran Canaria;2006M10;8,47
Canarias: Isla De Gran Canaria;2006M09;7,75
Canarias: Isla De Gran Canaria;2006M08;8,46
Canarias: Isla De Gran Canaria;2006M07;7,89
Canarias: Isla De Gran Canaria;2006M06;7,82
Canarias: Isla De Gran Canaria;2006M05;7,59
Canarias: Isla De Gran Canaria;2006M04;7,42
Canarias: Isla De Gran Canaria;2006M03;9,58
Canarias: Isla De Gran Canaria;2006M02;9,11
Canarias: Isla De Gran Canaria;2006M01;9,54
Canarias: Isla De Gran Canaria;2005M12;8,85
Canarias: Isla De Gran Canaria;2005M11;9,07
Canarias: Isla De Gran Canaria;2005M10;7,71
Canarias: Isla De Gran Canaria;2005M09;8,08
Canarias: Isla De Gran Canaria;2005M08;8,91
Canarias: Isla De Gran Canaria;2005M07;7,89
Canarias: Isla De Gran Canaria;2005M06;7,43
Canarias: Isla De Gran Canaria;2005M05;7,32
Canarias: Isla De Gran Canaria;2005M04;8,97
Canarias: Isla De Gran Canaria;2005M03;9,64
Canarias: Isla De Gran Canaria;2005M02;9,39
Canarias: Isla De Gran Canaria;2005M01;9,6
Canarias: Isla De Lanzarote;2022M08;8,66
Canarias: Isla De Lanzarote;2022M07;7,47
Canarias: Isla De Lanzarote;2022M06;7,22
Canarias: Isla De Lanzarote;2022M05;7,17
Canarias: Isla De Lanzarote;2022M04;7,24
Canarias: Isla De Lanzarote;2022M03;7,89
Canarias: Isla De Lanzarote;2022M02;7,21
Canarias: Isla De Lanzarote;2022M01;8,02
Canarias: Isla De Lanzarote;2021M12;7,44
Canarias: Isla De Lanzarote;2021M11;7,78
Canarias: Isla De Lanzarote;2021M10;7,08
Canarias: Isla De Lanzarote;2021M09;7,93
Canarias: Isla De Lanzarote;2021M08;7,52
Canarias: Isla De Lanzarote;2021M07;6,33
Canarias: Isla De Lanzarote;2021M06;4,98
Canarias: Isla De Lanzarote;2021M05;4,96
Canarias: Isla De Lanzarote;2021M04;5,01
Canarias: Isla De Lanzarote;2021M03;6,13
Canarias: Isla De Lanzarote;2021M02;7,98
Canarias: Isla De Lanzarote;2021M01;8,61
Canarias: Isla De Lanzarote;2020M12;6,98
Canarias: Isla De Lanzarote;2020M11;6,92
Canarias: Isla De Lanzarote;2020M10;5,17
Canarias: Isla De Lanzarote;2020M09;5,66
Canarias: Isla De Lanzarote;2020M08;6,15
Canarias: Isla De Lanzarote;2020M07;6,48
Canarias: Isla De Lanzarote;2020M06;.
Canarias: Isla De Lanzarote;2020M05;.
Canarias: Isla De Lanzarote;2020M04;0
Canarias: Isla De Lanzarote;2020M03;9,69
Canarias: Isla De Lanzarote;2020M02;7,41
Canarias: Isla De Lanzarote;2020M01;8,7
Canarias: Isla De Lanzarote;2019M12;7,61
Canarias: Isla De Lanzarote;2019M11;7,99
Canarias: Isla De Lanzarote;2019M10;7,94
Canarias: Isla De Lanzarote;2019M09;8,22
Canarias: Isla De Lanzarote;2019M08;8,65
Canarias: Isla De Lanzarote;2019M07;8,61
Canarias: Isla De Lanzarote;2019M06;7,67
Canarias: Isla De Lanzarote;2019M05;7,52
Canarias: Isla De Lanzarote;2019M04;7,48
Canarias: Isla De Lanzarote;2019M03;7,57
Canarias: Isla De Lanzarote;2019M02;7,83
Canarias: Isla De Lanzarote;2019M01;9,07
Canarias: Isla De Lanzarote;2018M12;7,78
Canarias: Isla De Lanzarote;2018M11;7,81
Canarias: Isla De Lanzarote;2018M10;8,05
Canarias: Isla De Lanzarote;2018M09;8,04
Canarias: Isla De Lanzarote;2018M08;9,09
Canarias: Isla De Lanzarote;2018M07;8,59
Canarias: Isla De Lanzarote;2018M06;8,02
Canarias: Isla De Lanzarote;2018M05;7,9
Canarias: Isla De Lanzarote;2018M04;7,7
Canarias: Isla De Lanzarote;2018M03;7,67
Canarias: Isla De Lanzarote;2018M02;8,3
Canarias: Isla De Lanzarote;2018M01;9,19
Canarias: Isla De Lanzarote;2017M12;7,73
Canarias: Isla De Lanzarote;2017M11;8,09
Canarias: Isla De Lanzarote;2017M10;7,9
Canarias: Isla De Lanzarote;2017M09;8,46
Canarias: Isla De Lanzarote;2017M08;9,13
Canarias: Isla De Lanzarote;2017M07;8,93
Canarias: Isla De Lanzarote;2017M06;7,82
Canarias: Isla De Lanzarote;2017M05;7,89
Canarias: Isla De Lanzarote;2017M04;7,65
Canarias: Isla De Lanzarote;2017M03;8,36
Canarias: Isla De Lanzarote;2017M02;8,22
Canarias: Isla De Lanzarote;2017M01;9,04
Canarias: Isla De Lanzarote;2016M12;7,44
Canarias: Isla De Lanzarote;2016M11;8,12
Canarias: Isla De Lanzarote;2016M10;7,87
Canarias: Isla De Lanzarote;2016M09;8,33
Canarias: Isla De Lanzarote;2016M08;9,24
Canarias: Isla De Lanzarote;2016M07;8,26
Canarias: Isla De Lanzarote;2016M06;7,95
Canarias: Isla De Lanzarote;2016M05;7,45
Canarias: Isla De Lanzarote;2016M04;7,84
Canarias: Isla De Lanzarote;2016M03;8,39
Canarias: Isla De Lanzarote;2016M02;8,61
Canarias: Isla De Lanzarote;2016M01;8,79
Canarias: Isla De Lanzarote;2015M12;9,05
Canarias: Isla De Lanzarote;2015M11;8,27
Canarias: Isla De Lanzarote;2015M10;8,23
Canarias: Isla De Lanzarote;2015M09;8,78
Canarias: Isla De Lanzarote;2015M08;9,24
Canarias: Isla De Lanzarote;2015M07;8,67
Canarias: Isla De Lanzarote;2015M06;8,15
Canarias: Isla De Lanzarote;2015M05;7,22
Canarias: Isla De Lanzarote;2015M04;7,81
Canarias: Isla De Lanzarote;2015M03;8,51
Canarias: Isla De Lanzarote;2015M02;8,31
Canarias: Isla De Lanzarote;2015M01;9,17
Canarias: Isla De Lanzarote;2014M12;8,21
Canarias: Isla De Lanzarote;2014M11;7,73
Canarias: Isla De Lanzarote;2014M10;8,33
Canarias: Isla De Lanzarote;2014M09;8,73
Canarias: Isla De Lanzarote;2014M08;9,46
Canarias: Isla De Lanzarote;2014M07;8,35
Canarias: Isla De Lanzarote;2014M06;7,87
Canarias: Isla De Lanzarote;2014M05;6,94
Canarias: Isla De Lanzarote;2014M04;8,1
Canarias: Isla De Lanzarote;2014M03;8,23
Canarias: Isla De Lanzarote;2014M02;9,19
Canarias: Isla De Lanzarote;2014M01;9,52
Canarias: Isla De Lanzarote;2013M12;8,26
Canarias: Isla De Lanzarote;2013M11;8,25
Canarias: Isla De Lanzarote;2013M10;7,87
Canarias: Isla De Lanzarote;2013M09;8,23
Canarias: Isla De Lanzarote;2013M08;9
Canarias: Isla De Lanzarote;2013M07;9
Canarias: Isla De Lanzarote;2013M06;7,69
Canarias: Isla De Lanzarote;2013M05;7,67
Canarias: Isla De Lanzarote;2013M04;7,88
Canarias: Isla De Lanzarote;2013M03;7,7
Canarias: Isla De Lanzarote;2013M02;8,48
Canarias: Isla De Lanzarote;2013M01;9,52
Canarias: Isla De Lanzarote;2012M12;8,56
Canarias: Isla De Lanzarote;2012M11;8,14
Canarias: Isla De Lanzarote;2012M10;8,51
Canarias: Isla De Lanzarote;2012M09;8,75
Canarias: Isla De Lanzarote;2012M08;9,39
Canarias: Isla De Lanzarote;2012M07;8,68
Canarias: Isla De Lanzarote;2012M06;7,86
Canarias: Isla De Lanzarote;2012M05;7,81
Canarias: Isla De Lanzarote;2012M04;8
Canarias: Isla De Lanzarote;2012M03;8,56
Canarias: Isla De Lanzarote;2012M02;8,9
Canarias: Isla De Lanzarote;2012M01;9,24
Canarias: Isla De Lanzarote;2011M12;8,34
Canarias: Isla De Lanzarote;2011M11;8,59
Canarias: Isla De Lanzarote;2011M10;7,88
Canarias: Isla De Lanzarote;2011M09;8,38
Canarias: Isla De Lanzarote;2011M08;9,89
Canarias: Isla De Lanzarote;2011M07;8,52
Canarias: Isla De Lanzarote;2011M06;8,06
Canarias: Isla De Lanzarote;2011M05;8,19
Canarias: Isla De Lanzarote;2011M04;8,51
Canarias: Isla De Lanzarote;2011M03;8,68
Canarias: Isla De Lanzarote;2011M02;8,65
Canarias: Isla De Lanzarote;2011M01;9,21
Canarias: Isla De Lanzarote;2010M12;8,22
Canarias: Isla De Lanzarote;2010M11;8,66
Canarias: Isla De Lanzarote;2010M10;8,08
Canarias: Isla De Lanzarote;2010M09;8,31
Canarias: Isla De Lanzarote;2010M08;9,26
Canarias: Isla De Lanzarote;2010M07;8,67
Canarias: Isla De Lanzarote;2010M06;8,15
Canarias: Isla De Lanzarote;2010M05;7,54
Canarias: Isla De Lanzarote;2010M04;7,13
Canarias: Isla De Lanzarote;2010M03;8,91
Canarias: Isla De Lanzarote;2010M02;8,12
Canarias: Isla De Lanzarote;2010M01;8,83
Canarias: Isla De Lanzarote;2009M12;8,34
Canarias: Isla De Lanzarote;2009M11;8,56
Canarias: Isla De Lanzarote;2009M10;7,89
Canarias: Isla De Lanzarote;2009M09;8,83
Canarias: Isla De Lanzarote;2009M08;8,98
Canarias: Isla De Lanzarote;2009M07;8,75
Canarias: Isla De Lanzarote;2009M06;8,39
Canarias: Isla De Lanzarote;2009M05;8,83
Canarias: Isla De Lanzarote;2009M04;8,11
Canarias: Isla De Lanzarote;2009M03;9,03
Canarias: Isla De Lanzarote;2009M02;8,68
Canarias: Isla De Lanzarote;2009M01;9,17
Canarias: Isla De Lanzarote;2008M12;9,58
Canarias: Isla De Lanzarote;2008M11;9,08
Canarias: Isla De Lanzarote;2008M10;9,12
Canarias: Isla De Lanzarote;2008M09;9,29
Canarias: Isla De Lanzarote;2008M08;9,56
Canarias: Isla De Lanzarote;2008M07;9,51
Canarias: Isla De Lanzarote;2008M06;8,25
Canarias: Isla De Lanzarote;2008M05;7,86
Canarias: Isla De Lanzarote;2008M04;8,63
Canarias: Isla De Lanzarote;2008M03;8,46
Canarias: Isla De Lanzarote;2008M02;8,33
Canarias: Isla De Lanzarote;2008M01;9,25
Canarias: Isla De Lanzarote;2007M12;8,81
Canarias: Isla De Lanzarote;2007M11;7,81
Canarias: Isla De Lanzarote;2007M10;8,53
Canarias: Isla De Lanzarote;2007M09;8,73
Canarias: Isla De Lanzarote;2007M08;8,81
Canarias: Isla De Lanzarote;2007M07;8,68
Canarias: Isla De Lanzarote;2007M06;8,47
Canarias: Isla De Lanzarote;2007M05;7,99
Canarias: Isla De Lanzarote;2007M04;8,41
Canarias: Isla De Lanzarote;2007M03;8,75
Canarias: Isla De Lanzarote;2007M02;8,31
Canarias: Isla De Lanzarote;2007M01;9,27
Canarias: Isla De Lanzarote;2006M12;8,49
Canarias: Isla De Lanzarote;2006M11;8,99
Canarias: Isla De Lanzarote;2006M10;8,77
Canarias: Isla De Lanzarote;2006M09;8,76
Canarias: Isla De Lanzarote;2006M08;9,59
Canarias: Isla De Lanzarote;2006M07;9,34
Canarias: Isla De Lanzarote;2006M06;7,21
Canarias: Isla De Lanzarote;2006M05;8,71
Canarias: Isla De Lanzarote;2006M04;8,58
Canarias: Isla De Lanzarote;2006M03;8,7
Canarias: Isla De Lanzarote;2006M02;7,78
Canarias: Isla De Lanzarote;2006M01;9,23
Canarias: Isla De Lanzarote;2005M12;8,06
Canarias: Isla De Lanzarote;2005M11;8,64
Canarias: Isla De Lanzarote;2005M10;8,24
Canarias: Isla De Lanzarote;2005M09;7,99
Canarias: Isla De Lanzarote;2005M08;9,7
Canarias: Isla De Lanzarote;2005M07;8,59
Canarias: Isla De Lanzarote;2005M06;8,99
Canarias: Isla De Lanzarote;2005M05;8,46
Canarias: Isla De Lanzarote;2005M04;8,07
Canarias: Isla De Lanzarote;2005M03;8,9
Canarias: Isla De Lanzarote;2005M02;8,57
Canarias: Isla De Lanzarote;2005M01;9,4
Canarias: Isla De Fuerteventura;2022M08;7,25
Canarias: Isla De Fuerteventura;2022M07;6,95
Canarias: Isla De Fuerteventura;2022M06;6,89
Canarias: Isla De Fuerteventura;2022M05;7,12
Canarias: Isla De Fuerteventura;2022M04;6,91
Canarias: Isla De Fuerteventura;2022M03;7,6
Canarias: Isla De Fuerteventura;2022M02;7,65
Canarias: Isla De Fuerteventura;2022M01;7,85
Canarias: Isla De Fuerteventura;2021M12;7,17
Canarias: Isla De Fuerteventura;2021M11;8,01
Canarias: Isla De Fuerteventura;2021M10;6,97
Canarias: Isla De Fuerteventura;2021M09;7,03
Canarias: Isla De Fuerteventura;2021M08;6,44
Canarias: Isla De Fuerteventura;2021M07;6,1
Canarias: Isla De Fuerteventura;2021M06;5,34
Canarias: Isla De Fuerteventura;2021M05;5,31
Canarias: Isla De Fuerteventura;2021M04;5,98
Canarias: Isla De Fuerteventura;2021M03;6,22
Canarias: Isla De Fuerteventura;2021M02;6,54
Canarias: Isla De Fuerteventura;2021M01;8,54
Canarias: Isla De Fuerteventura;2020M12;6,66
Canarias: Isla De Fuerteventura;2020M11;6,21
Canarias: Isla De Fuerteventura;2020M10;4,67
Canarias: Isla De Fuerteventura;2020M09;6,03
Canarias: Isla De Fuerteventura;2020M08;6,41
Canarias: Isla De Fuerteventura;2020M07;5,92
Canarias: Isla De Fuerteventura;2020M06;.
Canarias: Isla De Fuerteventura;2020M05;.
Canarias: Isla De Fuerteventura;2020M04;0
Canarias: Isla De Fuerteventura;2020M03;9,79
Canarias: Isla De Fuerteventura;2020M02;7,91
Canarias: Isla De Fuerteventura;2020M01;9,71
Canarias: Isla De Fuerteventura;2019M12;8,31
Canarias: Isla De Fuerteventura;2019M11;7,86
Canarias: Isla De Fuerteventura;2019M10;6,26
Canarias: Isla De Fuerteventura;2019M09;8,07
Canarias: Isla De Fuerteventura;2019M08;7,96
Canarias: Isla De Fuerteventura;2019M07;7,69
Canarias: Isla De Fuerteventura;2019M06;6,81
Canarias: Isla De Fuerteventura;2019M05;7,19
Canarias: Isla De Fuerteventura;2019M04;6,92
Canarias: Isla De Fuerteventura;2019M03;7,84
Canarias: Isla De Fuerteventura;2019M02;7,86
Canarias: Isla De Fuerteventura;2019M01;8,88
Canarias: Isla De Fuerteventura;2018M12;7,88
Canarias: Isla De Fuerteventura;2018M11;8,34
Canarias: Isla De Fuerteventura;2018M10;7,72
Canarias: Isla De Fuerteventura;2018M09;8,38
Canarias: Isla De Fuerteventura;2018M08;8,42
Canarias: Isla De Fuerteventura;2018M07;7,76
Canarias: Isla De Fuerteventura;2018M06;7,53
Canarias: Isla De Fuerteventura;2018M05;7,34
Canarias: Isla De Fuerteventura;2018M04;7,72
Canarias: Isla De Fuerteventura;2018M03;7,9
Canarias: Isla De Fuerteventura;2018M02;8,61
Canarias: Isla De Fuerteventura;2018M01;9,19
Canarias: Isla De Fuerteventura;2017M12;7,96
Canarias: Isla De Fuerteventura;2017M11;8,75
Canarias: Isla De Fuerteventura;2017M10;7,85
Canarias: Isla De Fuerteventura;2017M09;8,46
Canarias: Isla De Fuerteventura;2017M08;8,94
Canarias: Isla De Fuerteventura;2017M07;8,07
Canarias: Isla De Fuerteventura;2017M06;8,15
Canarias: Isla De Fuerteventura;2017M05;7,93
Canarias: Isla De Fuerteventura;2017M04;7,44
Canarias: Isla De Fuerteventura;2017M03;8,65
Canarias: Isla De Fuerteventura;2017M02;9,18
Canarias: Isla De Fuerteventura;2017M01;9,65
Canarias: Isla De Fuerteventura;2016M12;8,39
Canarias: Isla De Fuerteventura;2016M11;9,14
Canarias: Isla De Fuerteventura;2016M10;8,24
Canarias: Isla De Fuerteventura;2016M09;8,7
Canarias: Isla De Fuerteventura;2016M08;8,74
Canarias: Isla De Fuerteventura;2016M07;8,85
Canarias: Isla De Fuerteventura;2016M06;8,47
Canarias: Isla De Fuerteventura;2016M05;7,44
Canarias: Isla De Fuerteventura;2016M04;7,83
Canarias: Isla De Fuerteventura;2016M03;9,3
Canarias: Isla De Fuerteventura;2016M02;9,06
Canarias: Isla De Fuerteventura;2016M01;9,23
Canarias: Isla De Fuerteventura;2015M12;8,71
Canarias: Isla De Fuerteventura;2015M11;9,49
Canarias: Isla De Fuerteventura;2015M10;8,55
Canarias: Isla De Fuerteventura;2015M09;9,53
Canarias: Isla De Fuerteventura;2015M08;8,3
Canarias: Isla De Fuerteventura;2015M07;8,96
Canarias: Isla De Fuerteventura;2015M06;7,52
Canarias: Isla De Fuerteventura;2015M05;7,86
Canarias: Isla De Fuerteventura;2015M04;7,76
Canarias: Isla De Fuerteventura;2015M03;8,96
Canarias: Isla De Fuerteventura;2015M02;9,31
Canarias: Isla De Fuerteventura;2015M01;9,65
Canarias: Isla De Fuerteventura;2014M12;9,07
Canarias: Isla De Fuerteventura;2014M11;9,1
Canarias: Isla De Fuerteventura;2014M10;8,38
Canarias: Isla De Fuerteventura;2014M09;8,4
Canarias: Isla De Fuerteventura;2014M08;9,46
Canarias: Isla De Fuerteventura;2014M07;7,92
Canarias: Isla De Fuerteventura;2014M06;9,16
Canarias: Isla De Fuerteventura;2014M05;8,6
Canarias: Isla De Fuerteventura;2014M04;8,03
Canarias: Isla De Fuerteventura;2014M03;8,97
Canarias: Isla De Fuerteventura;2014M02;10,28
Canarias: Isla De Fuerteventura;2014M01;11,06
Canarias: Isla De Fuerteventura;2013M12;9,06
